file_name,dataset_name,split,has_target,bbox_area,target_size_bin,complexity_bin,mask_empty
irstd1k_000003.png,IRSTD_1k,train,1,20,tiny,mid,0
irstd1k_000004.png,IRSTD_1k,train,1,150,medium,high,0
irstd1k_000005.png,IRSTD_1k,train,1,6,tiny,mid,0
irstd1k_000006.png,IRSTD_1k,train,1,192,medium,mid,0
irstd1k_000010.png,IRSTD_1k,train,1,136,medium,mid,0
irstd1k_000012.png,IRSTD_1k,train,1,120,medium,mid,0
irstd1k_000013.png,IRSTD_1k,train,1,54,small,high,0
irstd1k_000014.png,IRSTD_1k,train,1,216,medium,low,0
irstd1k_000015.png,IRSTD_1k,train,1,190,medium,mid,0
irstd1k_000016.png,IRSTD_1k,train,1,308,medium,high,0
irstd1k_000017.png,IRSTD_1k,train,1,9,tiny,low,0
irstd1k_000018.png,IRSTD_1k,train,1,116,medium,mid,0
irstd1k_000019.png,IRSTD_1k,train,1,425,medium,low,0
irstd1k_000020.png,IRSTD_1k,train,1,18,tiny,high,0
irstd1k_000021.png,IRSTD_1k,train,1,16,tiny,mid,0
irstd1k_000022.png,IRSTD_1k,train,1,140,medium,mid,0
irstd1k_000023.png,IRSTD_1k,train,1,90,small,low,0
irstd1k_000025.png,IRSTD_1k,train,1,63,small,high,0
irstd1k_000026.png,IRSTD_1k,train,1,96,medium,high,0
irstd1k_000029.png,IRSTD_1k,train,1,115,medium,mid,0
irstd1k_000030.png,IRSTD_1k,train,1,198,medium,mid,0
irstd1k_000031.png,IRSTD_1k,train,1,360,medium,mid,0
irstd1k_000032.png,IRSTD_1k,train,1,252,medium,mid,0
irstd1k_000033.png,IRSTD_1k,train,1,408,medium,low,0
irstd1k_000036.png,IRSTD_1k,train,1,156,medium,mid,0
irstd1k_000037.png,IRSTD_1k,train,1,126,medium,high,0
irstd1k_000038.png,IRSTD_1k,train,1,35,tiny,mid,0
irstd1k_000039.png,IRSTD_1k,train,1,35,tiny,mid,0
irstd1k_000040.png,IRSTD_1k,train,1,87,small,mid,0
irstd1k_000041.png,IRSTD_1k,train,1,132,medium,high,0
irstd1k_000043.png,IRSTD_1k,train,1,44,small,low,0
irstd1k_000045.png,IRSTD_1k,train,1,430,medium,low,0
irstd1k_000046.png,IRSTD_1k,train,1,66,small,low,0
irstd1k_000048.png,IRSTD_1k,train,1,97,medium,mid,0
irstd1k_000049.png,IRSTD_1k,train,1,84,small,high,0
irstd1k_000052.png,IRSTD_1k,train,1,24,tiny,high,0
irstd1k_000053.png,IRSTD_1k,train,1,94,medium,low,0
irstd1k_000054.png,IRSTD_1k,train,1,48,small,high,0
irstd1k_000055.png,IRSTD_1k,train,1,1297,medium,low,0
irstd1k_000056.png,IRSTD_1k,train,1,56,small,low,0
irstd1k_000057.png,IRSTD_1k,train,1,84,small,mid,0
irstd1k_000058.png,IRSTD_1k,train,1,208,medium,high,0
irstd1k_000060.png,IRSTD_1k,train,1,35,tiny,mid,0
irstd1k_000061.png,IRSTD_1k,train,1,49,small,high,0
irstd1k_000068.png,IRSTD_1k,train,1,68,small,low,0
irstd1k_000069.png,IRSTD_1k,train,1,15,tiny,mid,0
irstd1k_000070.png,IRSTD_1k,train,1,36,small,low,0
irstd1k_000071.png,IRSTD_1k,train,1,56,small,mid,0
irstd1k_000072.png,IRSTD_1k,train,1,78,small,high,0
irstd1k_000073.png,IRSTD_1k,train,1,150,medium,high,0
irstd1k_000074.png,IRSTD_1k,train,1,72,small,high,0
irstd1k_000077.png,IRSTD_1k,train,1,72,small,mid,0
irstd1k_000079.png,IRSTD_1k,train,1,24,tiny,high,0
irstd1k_000080.png,IRSTD_1k,train,1,92,medium,low,0
irstd1k_000081.png,IRSTD_1k,train,1,154,medium,mid,0
irstd1k_000082.png,IRSTD_1k,train,1,110,medium,high,0
irstd1k_000084.png,IRSTD_1k,train,1,28,tiny,high,0
irstd1k_000085.png,IRSTD_1k,train,1,88,small,low,0
irstd1k_000086.png,IRSTD_1k,train,1,60,small,mid,0
irstd1k_000087.png,IRSTD_1k,train,1,465,medium,mid,0
irstd1k_000088.png,IRSTD_1k,train,1,12,tiny,mid,0
irstd1k_000089.png,IRSTD_1k,train,1,30,tiny,high,0
irstd1k_000090.png,IRSTD_1k,train,1,18,tiny,high,0
irstd1k_000092.png,IRSTD_1k,train,1,35,tiny,high,0
irstd1k_000093.png,IRSTD_1k,train,1,801,medium,low,0
irstd1k_000095.png,IRSTD_1k,train,1,12,tiny,mid,0
irstd1k_000096.png,IRSTD_1k,train,1,82,small,mid,0
irstd1k_000098.png,IRSTD_1k,train,1,448,medium,low,0
irstd1k_000099.png,IRSTD_1k,train,1,169,medium,mid,0
irstd1k_000101.png,IRSTD_1k,train,1,320,medium,low,0
irstd1k_000103.png,IRSTD_1k,train,1,24,tiny,mid,0
irstd1k_000104.png,IRSTD_1k,train,1,286,medium,low,0
irstd1k_000105.png,IRSTD_1k,train,1,24,tiny,high,0
irstd1k_000106.png,IRSTD_1k,train,1,186,medium,mid,0
irstd1k_000107.png,IRSTD_1k,train,1,300,medium,high,0
irstd1k_000108.png,IRSTD_1k,train,1,24,tiny,low,0
irstd1k_000109.png,IRSTD_1k,train,1,96,medium,mid,0
irstd1k_000110.png,IRSTD_1k,train,1,103,medium,low,0
irstd1k_000112.png,IRSTD_1k,train,1,28,tiny,high,0
irstd1k_000113.png,IRSTD_1k,train,1,131,medium,low,0
irstd1k_000114.png,IRSTD_1k,train,1,136,medium,mid,0
irstd1k_000115.png,IRSTD_1k,train,1,118,medium,mid,0
irstd1k_000117.png,IRSTD_1k,train,1,18,tiny,mid,0
irstd1k_000119.png,IRSTD_1k,train,1,42,small,mid,0
irstd1k_000123.png,IRSTD_1k,train,1,42,small,high,0
irstd1k_000126.png,IRSTD_1k,train,1,68,small,high,0
irstd1k_000129.png,IRSTD_1k,train,1,12,tiny,low,0
irstd1k_000131.png,IRSTD_1k,train,1,24,tiny,high,0
irstd1k_000132.png,IRSTD_1k,train,1,42,small,high,0
irstd1k_000133.png,IRSTD_1k,train,1,36,small,mid,0
irstd1k_000134.png,IRSTD_1k,train,1,100,medium,high,0
irstd1k_000135.png,IRSTD_1k,train,1,42,small,high,0
irstd1k_000137.png,IRSTD_1k,train,1,285,medium,mid,0
irstd1k_000138.png,IRSTD_1k,train,1,144,medium,high,0
irstd1k_000143.png,IRSTD_1k,train,1,16,tiny,high,0
irstd1k_000144.png,IRSTD_1k,train,1,15,tiny,low,0
irstd1k_000145.png,IRSTD_1k,train,1,20,tiny,low,0
irstd1k_000147.png,IRSTD_1k,train,1,399,medium,mid,0
irstd1k_000148.png,IRSTD_1k,train,1,458,medium,low,0
irstd1k_000149.png,IRSTD_1k,train,1,104,medium,low,0
irstd1k_000150.png,IRSTD_1k,train,1,526,medium,low,0
irstd1k_000151.png,IRSTD_1k,train,1,4,tiny,mid,0
irstd1k_000152.png,IRSTD_1k,train,1,42,small,low,0
irstd1k_000153.png,IRSTD_1k,train,1,63,small,high,0
irstd1k_000154.png,IRSTD_1k,train,1,163,medium,low,0
irstd1k_000155.png,IRSTD_1k,train,1,381,medium,low,0
irstd1k_000156.png,IRSTD_1k,train,1,25,tiny,mid,0
irstd1k_000157.png,IRSTD_1k,train,1,60,small,low,0
irstd1k_000159.png,IRSTD_1k,train,1,90,small,mid,0
irstd1k_000160.png,IRSTD_1k,train,1,56,small,high,0
irstd1k_000161.png,IRSTD_1k,train,1,32,tiny,high,0
irstd1k_000162.png,IRSTD_1k,train,1,48,small,low,0
irstd1k_000163.png,IRSTD_1k,train,1,104,medium,high,0
irstd1k_000164.png,IRSTD_1k,train,1,52,small,low,0
irstd1k_000165.png,IRSTD_1k,train,1,30,tiny,mid,0
irstd1k_000168.png,IRSTD_1k,train,1,20,tiny,mid,0
irstd1k_000169.png,IRSTD_1k,train,1,6,tiny,high,0
irstd1k_000170.png,IRSTD_1k,train,1,132,medium,mid,0
irstd1k_000171.png,IRSTD_1k,train,1,372,medium,low,0
irstd1k_000172.png,IRSTD_1k,train,1,9,tiny,high,0
irstd1k_000173.png,IRSTD_1k,train,1,117,medium,high,0
irstd1k_000174.png,IRSTD_1k,train,1,143,medium,mid,0
irstd1k_000177.png,IRSTD_1k,train,1,77,small,mid,0
irstd1k_000178.png,IRSTD_1k,train,1,54,small,high,0
irstd1k_000180.png,IRSTD_1k,train,1,120,medium,mid,0
irstd1k_000181.png,IRSTD_1k,train,1,180,medium,mid,0
irstd1k_000182.png,IRSTD_1k,train,1,210,medium,mid,0
irstd1k_000183.png,IRSTD_1k,train,1,108,medium,mid,0
irstd1k_000186.png,IRSTD_1k,train,1,441,medium,low,0
irstd1k_000187.png,IRSTD_1k,train,1,66,small,high,0
irstd1k_000188.png,IRSTD_1k,train,1,66,small,high,0
irstd1k_000189.png,IRSTD_1k,train,1,128,medium,high,0
irstd1k_000190.png,IRSTD_1k,train,1,42,small,mid,0
irstd1k_000193.png,IRSTD_1k,train,1,81,small,low,0
irstd1k_000194.png,IRSTD_1k,train,1,77,small,low,0
irstd1k_000197.png,IRSTD_1k,train,1,66,small,low,0
irstd1k_000199.png,IRSTD_1k,train,1,338,medium,low,0
irstd1k_000200.png,IRSTD_1k,train,1,206,medium,low,0
irstd1k_000201.png,IRSTD_1k,train,1,15,tiny,high,0
irstd1k_000202.png,IRSTD_1k,train,1,49,small,mid,0
irstd1k_000203.png,IRSTD_1k,train,1,80,small,mid,0
irstd1k_000204.png,IRSTD_1k,train,1,120,medium,high,0
irstd1k_000205.png,IRSTD_1k,train,1,94,medium,mid,0
irstd1k_000207.png,IRSTD_1k,train,1,144,medium,mid,0
irstd1k_000208.png,IRSTD_1k,train,1,194,medium,high,0
irstd1k_000210.png,IRSTD_1k,train,1,300,medium,low,0
irstd1k_000212.png,IRSTD_1k,train,1,63,small,high,0
irstd1k_000213.png,IRSTD_1k,train,1,140,medium,high,0
irstd1k_000215.png,IRSTD_1k,train,1,94,medium,mid,0
irstd1k_000217.png,IRSTD_1k,train,1,62,small,low,0
irstd1k_000218.png,IRSTD_1k,train,1,160,medium,high,0
irstd1k_000219.png,IRSTD_1k,train,1,120,medium,high,0
irstd1k_000222.png,IRSTD_1k,train,1,58,small,mid,0
irstd1k_000224.png,IRSTD_1k,train,1,140,medium,mid,0
irstd1k_000225.png,IRSTD_1k,train,1,66,small,low,0
irstd1k_000226.png,IRSTD_1k,train,1,572,medium,mid,0
irstd1k_000227.png,IRSTD_1k,train,1,338,medium,high,0
irstd1k_000229.png,IRSTD_1k,train,1,42,small,high,0
irstd1k_000230.png,IRSTD_1k,train,1,152,medium,mid,0
irstd1k_000232.png,IRSTD_1k,train,1,147,medium,high,0
irstd1k_000233.png,IRSTD_1k,train,1,30,tiny,mid,0
irstd1k_000234.png,IRSTD_1k,train,1,30,tiny,high,0
irstd1k_000237.png,IRSTD_1k,train,1,120,medium,low,0
irstd1k_000238.png,IRSTD_1k,train,1,99,medium,mid,0
irstd1k_000240.png,IRSTD_1k,train,1,98,medium,high,0
irstd1k_000241.png,IRSTD_1k,train,1,91,medium,low,0
irstd1k_000243.png,IRSTD_1k,train,1,120,medium,low,0
irstd1k_000245.png,IRSTD_1k,train,1,400,medium,high,0
irstd1k_000247.png,IRSTD_1k,train,1,357,medium,mid,0
irstd1k_000248.png,IRSTD_1k,train,1,63,small,mid,0
irstd1k_000249.png,IRSTD_1k,train,1,15,tiny,low,0
irstd1k_000250.png,IRSTD_1k,train,1,143,medium,mid,0
irstd1k_000251.png,IRSTD_1k,train,1,20,tiny,low,0
irstd1k_000252.png,IRSTD_1k,train,1,566,medium,mid,0
irstd1k_000253.png,IRSTD_1k,train,1,299,medium,low,0
irstd1k_000254.png,IRSTD_1k,train,1,3587,medium,mid,0
irstd1k_000255.png,IRSTD_1k,train,1,100,medium,mid,0
irstd1k_000256.png,IRSTD_1k,train,1,176,medium,mid,0
irstd1k_000258.png,IRSTD_1k,train,1,15,tiny,mid,0
irstd1k_000260.png,IRSTD_1k,train,1,81,small,high,0
irstd1k_000261.png,IRSTD_1k,train,1,144,medium,low,0
irstd1k_000262.png,IRSTD_1k,train,1,80,small,mid,0
irstd1k_000263.png,IRSTD_1k,train,1,34,tiny,mid,0
irstd1k_000264.png,IRSTD_1k,train,1,80,small,low,0
irstd1k_000265.png,IRSTD_1k,train,1,242,medium,mid,0
irstd1k_000266.png,IRSTD_1k,train,1,57,small,mid,0
irstd1k_000267.png,IRSTD_1k,train,1,56,small,high,0
irstd1k_000268.png,IRSTD_1k,train,1,48,small,high,0
irstd1k_000269.png,IRSTD_1k,train,1,126,medium,mid,0
irstd1k_000270.png,IRSTD_1k,train,1,21,tiny,high,0
irstd1k_000271.png,IRSTD_1k,train,1,264,medium,mid,0
irstd1k_000272.png,IRSTD_1k,train,1,68,small,mid,0
irstd1k_000273.png,IRSTD_1k,train,1,82,small,mid,0
irstd1k_000275.png,IRSTD_1k,train,1,248,medium,low,0
irstd1k_000276.png,IRSTD_1k,train,1,410,medium,mid,0
irstd1k_000278.png,IRSTD_1k,train,1,129,medium,high,0
irstd1k_000279.png,IRSTD_1k,train,1,42,small,mid,0
irstd1k_000280.png,IRSTD_1k,train,1,120,medium,mid,0
irstd1k_000281.png,IRSTD_1k,train,1,56,small,mid,0
irstd1k_000282.png,IRSTD_1k,train,1,20,tiny,high,0
irstd1k_000283.png,IRSTD_1k,train,1,153,medium,high,0
irstd1k_000284.png,IRSTD_1k,train,1,98,medium,low,0
irstd1k_000285.png,IRSTD_1k,train,1,28,tiny,high,0
irstd1k_000286.png,IRSTD_1k,train,1,42,small,high,0
irstd1k_000287.png,IRSTD_1k,train,1,52,small,low,0
irstd1k_000288.png,IRSTD_1k,train,1,351,medium,mid,0
irstd1k_000290.png,IRSTD_1k,train,1,90,small,high,0
irstd1k_000291.png,IRSTD_1k,train,1,201,medium,mid,0
irstd1k_000292.png,IRSTD_1k,train,1,21,tiny,high,0
irstd1k_000293.png,IRSTD_1k,train,1,84,small,low,0
irstd1k_000294.png,IRSTD_1k,train,1,20,tiny,mid,0
irstd1k_000295.png,IRSTD_1k,train,1,664,medium,low,0
irstd1k_000298.png,IRSTD_1k,train,1,4,tiny,high,0
irstd1k_000300.png,IRSTD_1k,train,1,143,medium,mid,0
irstd1k_000301.png,IRSTD_1k,train,1,128,medium,low,0
irstd1k_000303.png,IRSTD_1k,train,1,61,small,low,0
irstd1k_000304.png,IRSTD_1k,train,1,62,small,high,0
irstd1k_000307.png,IRSTD_1k,train,1,9,tiny,mid,0
irstd1k_000310.png,IRSTD_1k,train,1,269,medium,mid,0
irstd1k_000312.png,IRSTD_1k,train,1,28,tiny,high,0
irstd1k_000313.png,IRSTD_1k,train,1,35,tiny,high,0
irstd1k_000314.png,IRSTD_1k,train,1,300,medium,low,0
irstd1k_000316.png,IRSTD_1k,train,1,88,small,high,0
irstd1k_000317.png,IRSTD_1k,train,1,65,small,low,0
irstd1k_000318.png,IRSTD_1k,train,1,112,medium,mid,0
irstd1k_000321.png,IRSTD_1k,train,1,155,medium,mid,0
irstd1k_000322.png,IRSTD_1k,train,1,20,tiny,high,0
irstd1k_000323.png,IRSTD_1k,train,1,150,medium,low,0
irstd1k_000324.png,IRSTD_1k,train,1,48,small,mid,0
irstd1k_000325.png,IRSTD_1k,train,1,55,small,high,0
irstd1k_000326.png,IRSTD_1k,train,1,130,medium,high,0
irstd1k_000327.png,IRSTD_1k,train,1,21,tiny,mid,0
irstd1k_000328.png,IRSTD_1k,train,1,121,medium,mid,0
irstd1k_000329.png,IRSTD_1k,train,1,163,medium,mid,0
irstd1k_000330.png,IRSTD_1k,train,1,216,medium,mid,0
irstd1k_000331.png,IRSTD_1k,train,1,206,medium,high,0
irstd1k_000333.png,IRSTD_1k,train,1,77,small,high,0
irstd1k_000334.png,IRSTD_1k,train,1,42,small,low,0
irstd1k_000338.png,IRSTD_1k,train,1,12,tiny,high,0
irstd1k_000339.png,IRSTD_1k,train,1,75,small,low,0
irstd1k_000340.png,IRSTD_1k,train,1,12,tiny,high,0
irstd1k_000342.png,IRSTD_1k,train,1,10,tiny,high,0
irstd1k_000343.png,IRSTD_1k,train,1,72,small,mid,0
irstd1k_000345.png,IRSTD_1k,train,1,155,medium,high,0
irstd1k_000346.png,IRSTD_1k,train,1,20,tiny,low,0
irstd1k_000348.png,IRSTD_1k,train,1,20,tiny,low,0
irstd1k_000349.png,IRSTD_1k,train,1,89,small,low,0
irstd1k_000350.png,IRSTD_1k,train,1,55,small,low,0
irstd1k_000351.png,IRSTD_1k,train,1,18,tiny,low,0
irstd1k_000352.png,IRSTD_1k,train,1,68,small,low,0
irstd1k_000353.png,IRSTD_1k,train,1,176,medium,low,0
irstd1k_000354.png,IRSTD_1k,train,1,570,medium,mid,0
irstd1k_000355.png,IRSTD_1k,train,1,359,medium,low,0
irstd1k_000357.png,IRSTD_1k,train,1,12,tiny,low,0
irstd1k_000358.png,IRSTD_1k,train,1,30,tiny,mid,0
irstd1k_000360.png,IRSTD_1k,train,1,78,small,mid,0
irstd1k_000361.png,IRSTD_1k,train,1,50,small,low,0
irstd1k_000362.png,IRSTD_1k,train,1,30,tiny,mid,0
irstd1k_000364.png,IRSTD_1k,train,1,80,small,high,0
irstd1k_000365.png,IRSTD_1k,train,1,35,tiny,high,0
irstd1k_000366.png,IRSTD_1k,train,1,414,medium,mid,0
irstd1k_000367.png,IRSTD_1k,train,1,36,small,high,0
irstd1k_000368.png,IRSTD_1k,train,1,192,medium,mid,0
irstd1k_000369.png,IRSTD_1k,train,1,396,medium,mid,0
irstd1k_000371.png,IRSTD_1k,train,1,8,tiny,high,0
irstd1k_000372.png,IRSTD_1k,train,1,54,small,low,0
